Date,Author,Target,Description,Attack,Target Category,Country,Taxonomy,Attack Class
12/3/2015,Unknown,Several websites affiliated with KKK and other racist content,"The Guardian reveals that an unknown hacker, on April 2015, tried to send 4M text messages saying “death to the Jews"", using the data stolen from a 2013 breach of SMSGlobal, to abuse the network of DU, a UAE mobile operator.",Targeted Attack,Government,BH,25.06 Website Scanning,Business Disruption
12/3/2015,Unknown,TalkTalk,"The Barbados Advocate, the second most dominant daily newspaper in the country of Barbados is defaced by the Muslim Electronic Army.",Targeted Attack,Several Individuals,NL,25.06 Website Scanning,Business Disruption
12/4/2015,Unknown,MH17 Investigation Team,"China is blamed for a major cyber attack on the computers at the Australian Bureau of Meteorology (bom.gov.au), which has compromised sensitive systems across the Federal Government.",SQLi,Web Streaming,US,5.06 Database Security,Data Theft
12/4/2015,Unknown,German Unit of the Federal Chancellery,"Researchers from FireEye Labs identify a new campaign targeting Hong Kong based journalists. The campaign is characterized by the usage of Dropbox to host the C&C infrastructure. The group, dubbed admin@338 is suspected to originate from China.",SQLi,Online Games,IR,11.03 eCommerce Fraud Protection,Customized To Target
12/5/2015,Unknown,Xero,"The second round of the campaign of the Anonymous against the Cop21 (the United Nations Conference of Climate Change) kicks off. The hacktivists hack the website of Meta-Fusion GmbH, a Germany-based official Webcast Streaming Service Provider for the UNFCCC, and leak the login credentials of the company’s employees.",SQLi,Hospitality,IN,25.03 Secure Web Gateway (SWG),Business Disruption
12/6/2015,Muslim Electronic Army,Essex Police Twitter Account,"@Smitt3nz AKA Rubber hacks igcd.net and dumps 1,452 usernames and hashed passwords.",Unknown,Education,US,5.06 Database Security,Business Disruption
12/6/2015,China,CAT Telecom Pcl,"JD Wetherspoon reveals that its website has been hacked between 15 and 17 June this year, resulting in the potential loss of customer data including names, dates of birth, email addresses and phone numbers, as well as a small amount of credit card records. The breach could potentially impact 656,723 users.",Unknown,Organization: nutraceutical,US,11.01 Account Take-Over (ATO),Media Public Perception
12/7/2015,admin@338,http://www.cattelecom.com,NetherlandsMoDz hacks apgschool.com and dumps 1.087 records with usernames and hashed passwords.,Unknown,Music,FR,8.10 Secure File Sharing,End Points
12/7/2015,Anonymous,Egyptian government websites,NetherlandsMoDz hacks springfieldnutra.com and dumps 1.087 records with usernames and hashed passwords.,SQLi,E-Commerce,UK,17.03 Distributed Denial of Service (DDOS) Security,Internet Exposed Devices
12/7/2015,Smitt3nz AKA Rubber,Film Federation of India,"Tunecore Database is breached. The company reveals that the data that may have been accessed includes names, email, addresses, mailing addresses, account numbers, and passwords.",Defacement,Multi,UK,11.03 eCommerce Fraud Protection,Customized To Target
12/7/2015,Ropertus,http://www.filmfed.org/,"ap3x h4x0r from the Anonsec collective hacks saifa.ir and dumps 11,792 records.",Unknown,Online Games,Multi,25.03 Secure Web Gateway (SWG),Activist Hacktivist
12/7/2015,NetherlandsMoDz,Several Lebanon Government Websites,"Another episode of the Cyberwar between India and Pakistan. Using the hashtag #FreeKashmir, a hacker called darkshadow-tn from the AnonCoders collective defaces over 200 Indian Websites.",Account Hijacking,Single Individual,UK,25.04 Web Application Firewall (WAF),Business Disruption
12/8/2015,NetherlandsMoDz,https://www.amzreviewtrader.com/,"Nexus Mods announces a potential database breach. The breach includes information for about 6 million users, but the database that was breached was last updated on July 22nd, 2013.",Malvertising,Video Sharing,Multi,6.01 Anti-Phishing,Phishing
12/8/2015,Unknown,Wichita Schools.,Unknown hackers hijack the Twitter account of Jim Ross and post the fake news of his death to his 1.3 million followers.,DDoS,Organization: NREN,Multi,20.02 Security Awareness and Training,Customized To Target
12/8/2015,ap3x h4x0r,Interstitial Cystitis Network,"Malwarebytes reveals the details of a malvertising campaign targeting DailyMotion, the popular French video sharing site, surreptitiously distributing the Angler Exploit Kit to its victims.",SQLi,E-Commerce,US,6.01 Anti-Phishing,Phishing
12/8/2015,darkshadow-tn,www.ic-network.com,UK publicly-funded academic computer network Janet comes under a persistent DDoS attack today.,Defacement,Multi,US,5.13 Data Access Control,Business Disruption
12/8/2015,Unknown,000Webhost.com,"@Smitt3nz AKA Rubber hacks artrookie.co.uk and dumps 1,710 usernames and hashed passwords.",Unknown,Online Services,ZA,2.03 Multi-Factor Authentication,Business Disruption
12/8/2015,Unknown,British Gas,A Muslim hacker dubbed Freedom Cry from the Anonymous R4BIA collective defaces 400 websites in a single shot to spread a message pro-Islam.,Targeted Attack,Multi,PK,5.05 Data Leakage Protection (DLP),Business Disruption
12/9/2015,Unknown,Jaguar XFR,GrenXPaRTa hacks befriending.co.uk and dumps 7325 usernames and hashed passwords.,Targeted Attack,Multi,US,22.02 Breach and Attack Simulation (BAS),Business Disruption
12/9/2015,Unknown,Four unnamed Thai Banks,"Researchers at Cyphort and Citizen Lab reveals the details of a hacker group who has spent the past seven years targeting countries in South America with malware campaigns, phishing attacks, and fake news organizations. The hacker group is given the name ""Packrat"" based upon its preference for embedded remote access trojans (RATs).",Account Hijacking,Health,US,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
12/9/2015,Smitt3nz AKA Rubber,National Agriculture Library,"Symantec reveals the details of two groups, most likely based out of Iran, which have been conducting a sophisticated cyber surveillance campaign targeting individuals and entities inside Iran and abroad since July 2014, and possibly as early as 2011. The groups are named Cadelle and Chafer.",PoS Malware,Restaurant,JP,17.03 Distributed Denial of Service (DDOS) Security,Activist Hacktivist
12/9/2015,Freedom Cry,nal.usda.gov,"The Middlesex Hospital in Connecticut reveals that the personal information of almost 1,000 patients could have been compromised through a phishing scam.",Account Hijacking,Sport,UK,7.01 Antivirus Software,Mass Malware
12/9/2015,GrenXPaRTa,Optimal Payments PLC,"CM Ebar, LLC, the owner of Elephant Bar restaurants, announces that a PoS malware breach may have affected the information of customers at 29 locations in California, Colorado, Arizona, Missouri, Nevada, New Mexico, and Florida.",Account Hijacking,Single Individual,UK,3.05 Ransomware Prevention ,Mass Malware
12/9/2015,Packrat,Yellowfront Grocery,"The Cricket South Africa page is hacked, and the hackers post racist and sexual content on the page.",Unknown,Web Hosting,SE,2.03 Multi-Factor Authentication,Business Disruption
12/10/2015,Cadelle,http://www.misionsucre.gob.ve/,"The official Twitter account of Pakistani journalist Hamid Mir is hacked by an unknown hacker, apparently pro-ISIS, who leaks screenshots of his personal emails to the 1.7M followers.",DDoS,Real Estate,UK,13.03 Consumer Identity and Access Management (CIAM),Customized To Target
12/10/2015,Chafer,http://asialawhouse.com/,"Popular WordPress-specific hosting provider WP Engine is apparently the victim of a data breach, and forces their customers to change their passwords.",DDoS,Single Individual,UK,17.03 Distributed Denial of Service (DDOS) Security,Strategic Rivals
12/11/2015,Unknown,Unidentified National Firm,The Anonymous set their sight to Donald Trump and take down the website for Donald Trump's trademark New York City skyscraper (trumptowerny.com).,Malicious Script Injection,News,DK,17.03 Distributed Denial of Service (DDOS) Security,End Points
12/11/2015,Unknown,https://www.aussiefarmers.com.au,The website of Japan's Prime Minister Shinzo Abe (s-abe.or.jp) is taken down by a DDoS attack. The hacktivist collective Anonymous is suspected to be the author of the attack the site in protest of the nation's whale hunting policy.,Malvertising,News,CN,6.01 Anti-Phishing,Phishing
12/13/2015,Unknown,http://thaiind.com/,FireEye labs reveal that an archived article on The Guardian website that investigates cybercrime distributes malware via the Angler Exploit Kit.,Account Hijacking,Music,US,17.07 Next-Generation Firewalls,Data Theft
12/14/2015,Unknown,http://pukpik.com/,The Independent’s blog-hosting site is the victim of a malvertising campaign that targets visitors with a ransomware.,Targeted Attack,Web Hosting,TR,17.03 Distributed Denial of Service (DDOS) Security,Criminals 
12/14/2015,Unknown,http://ads.thaimisc.com,The Facebook page of the Electronic Dance Music Group Swedish House Mafia is hacked and the attacker posts some offending images of Miley Cyrus.,DDoS,Web Hosting,Multi,17.09 Secure Remote Access,Vulnerability Exploitation
12/14/2015,Anonymous,Computing Science Inside - University of Glasgow,"In a letter to customers, UK web hosting firm Easily.co.uk reveals to have suffered a targeted attack which exposed an unspecified number of customer domain names.",DDoS,Government,Multi,11.01 Account Take-Over (ATO),Customized To Target
12/14/2015,Anonymous,http://csi.dcs.gla.ac.uk,"After suffering a DDoS attack by the infamous Armada Collective, Moonfruit takes down all the websites to enhance the defences and avoid to pay the ransom.",Account Hijacking,E-Commerce,US,24.03 Security Scanning,Business Disruption
12/14/2015,Unknown,Vodafone,The Danish Parliament website folketinget.dk is taken offline in a DDoS attack.,Unknown,Government,Multi,17.07 Next-Generation Firewalls,Activist Hacktivist
12/14/2015,Unknown,PageFair,Researchers from Comodo identify a new phishing attack targeted specifically at businesses and consumers who may use Alibaba.com.,DDoS,Internet Services,Multi,5.05 Data Leakage Protection (DLP),Nation States
12/14/2015,Unknown,http://www.mac-torrents.com/,A hacker called g0tchack hacks the website of the CIty of Providence and asks for a ransom of 1BTC (358USD worth) to give the data back.,Unpatched Vulnerability,Multi,CA,25.03 Secure Web Gateway (SWG),Business Disruption
12/15/2015,Unknown,Several colleges across Kolkata (India),Turkey National Domain Registrar NIC.tr is the victim of a sustained DDoS attack that affect the entire national Internet infrastructure.,Account Hijacking,Several Individuals,US,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
12/15/2015,Armada Collective,Vbulletin,Sucuri identifies a wave of cyber attacks against websites running the Joomla Content Management System exploiting an unpatched a critical remote command-execution vulnerability.,Malvertising,Telco,US,22.02 Breach and Attack Simulation (BAS),Data Theft
12/16/2015,Unknown,FoxIt Software,"Twitter warns dozens of users that their account data may have been targeted by state-sponsored hackers. The list includes security researchers, journalists, and activists.",SQLi,Organization: Space Agency,US,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
12/16/2015,Unknown,Salt Lake City School District,Researchers at Malwarebytes identify a malvertising campaign targeting Comcast Users via the Xfinity search page.,Unknown,Military,TW,6.01 Anti-Phishing,Customized To Target
12/16/2015,g0tchack,Israel Missile Defense Association,Members of the online hacktivist Anonymous hacks several subdomains of the European Space Agency website and leak personal and login credentials of more than 8000 subscribers and officials ,Unknown,Online Services,US,25.06 Website Scanning,Business Disruption
12/17/2015,Unknown,http://imda.org.il/,"In reaction to the campaign of the Anonymous against ISIS, the group leaks personal data, and claims that it belongs to military officials in France and US.",DDoS,Government,US,25.03 Secure Web Gateway (SWG),Business Disruption
12/17/2015,Unknown,chromeplay.com,"ProjectDump hacks bluebooktrader.com and dumps 6,187 usernames and hashed passwords.",PoS Malware,Dry Cleaners,US,5.13 Data Access Control,Business Disruption
12/17/2015,Unknown,Protonmail,"Several Internet services in Boston are disrupted by a DDoS attack, defines as a “minor act of cybervandalism”. The outage, affects city agencies and the police and fire departments.",DDoS,Video Games,US,18.02 Industrial Control System (ICS) Mitigation,Criminals 
12/18/2015,Unknown,Ha'aretz Twitter Account,The dry cleaning firm Swiss Cleaners suffered a point of sale data breach that could have potentially stolen the data from every payment card type used in the eight-store chain for almost one year.,Targeted Attack,Government,US,2.04 Password Management,Business Disruption
12/18/2015,Anonymous,http://library.killersites.com,Phantom Squad prepare their Christmas campaign and claim responsibility for a DDoS attack on Microsoft's Xbox Live service.,Unknown,Online Services,Multi,8.04 Database Security,Data Theft
12/19/2015,Islamic Cyber Army,Obama Administration Officials,"Security researchers from FireEye unveil the details of APT16, a new APT group linked to mainland China, targeting Taiwanese politicians and members of the media, just weeks before the country's elections.",Unauthorized Code,Networking,AZ,5.05 Data Leakage Protection (DLP),Data Modification
12/19/2015,ProjectDump,VFEmail,"C0d3c1t4d3l hacks keepyourlinks.com and dumps 4,586 usernames and clear text passwords.",PoS Malware?,Hospitality,US,25.04 Web Application Firewall (WAF),Business Disruption
12/19/2015,Unknown,Zoho,"Juniper Networks issues an urgent security advisory about ""unauthorized code"" found within the operating system used by some of the company's firewalls and Secure Service Gateway appliances. The vulnerability, which may have been in place in some firewalls as far back as 2012 and which shipped with systems to customers until late 2013, allows an attacker to gain remote administrative access to systems with telnet or ssh access enabled.",GPS Spoofing,Government,IN,11.01 Account Take-Over (ATO),Data Theft
12/20/2015,Unknown,Touchnote,Landry’s Inc. is the latest hospitality firm to suffer a credit card breach,Unknown,Online Services,US,18.02 Industrial Control System (ICS) Mitigation,Business Disruption
12/20/2015,Phantom Squad,ShowTix4U,"The US Department of Homeland Security (DHS) and the US Customs and Border Protection (CBP) agency report on incidents where drug traffickers have hacked unmanned air vehicles (UAVs, drones) in order to illegally and secretly cross the US-Mexican border.",Unknown,BitTorrent Clients,US,11.01 Account Take-Over (ATO),Customized To Target
12/21/2015,APT16,Hushmail,Digital gift card retailer Gyft forces a password reset for some of its users. The move comes in response to the theft of usernames and passwords from a subset of Gyft customers.,Unknown,Government,JP,5.05 Data Leakage Protection (DLP),Customized To Target
12/22/2015,C0d3c1t4d3l,Runbox,"A hacker known as Databoss steals the databases of BitTorrent clients qTorrent and Deluge, and offers access to all the data via his website databoss.io.",SQLi,Payment Processing,RU,20.02 Security Awareness and Training,Customized To Target
12/23/2015,Unknown,Four Winds Casino Resort,"Armenian hackers from The Monte Melkonian Cyber Army hack the official websites of Azerbaijani Ministry of Labour and Social protection and the Ministry of Emergency Situations, and leak a trove of sensitive documents belonging to local citizens.",Account Hijacking,N/A,US,5.13 Data Access Control,Business Disruption
12/24/2015,Unknown,FBI Deputy Director Mark Giuliano,"A Crew called Comcastkids hacks agpestores.com and dumps 120,000 usernames and passwords.",Targeted Attack,Utilities,US,13.05 Identity Services,Data Theft
12/24/2015,Mexican Drug Cartels,Swedbank,The Delhi Police is probing a cyber heist in which suspected Isis hackers have routed payments made to a Delhi-based firm to the bank accounts associated with Islamic State (Isis) in Turkey.,Account Hijacking,Single Individual,US,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
12/24/2015,Unknown,Neomailbox,The Wall Street Journal reports that Iranian hackers penetrated the online control system of a New York dam in 2013. Apparently hackers gained access to the dam through a cellular modem.,Unknown,Toys,UA,14.03 Intrusion Detection System (IDS),Mass Malware
12/24/2015,Databoss,Ku Klux Klan,"Martin Shkreli, the pharmaceutical executive of Turing Pharmaceuticals facing U.S. charges of securities fraud, has his Twitter account hacked.",Targeted Attack,Government,CR,17.07 Next-Generation Firewalls,Activist Hacktivist
12/24/2015,Monte Melkonian Cyber Army,XAT,"Chris Vickery, a security researcher discovers a leaked database of more than 3.3 million user accounts for Sanriotown.com and other Sanrio-owned websites like hellokitty.com and mymelody.com.",PoS Malware,Hospitality,TR,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
12/24/2015,Comcastkids,http://xat.com,"Palo Alto Networks unveils the details on a cyber-espionage campaign currently targeting Russian or Russian-speaking organizations. The campaign seems the continuation of an operation first uncovered by ESET, called Roaming Tiger. Suspects are directed to China.",Unknown,Online Services,US,11.01 Account Take-Over (ATO),Activist Hacktivist
12/24/2015,Unknown,http://www.islandermania.com,Hyatt Hotels Corporation announces that it recently identified malware on computers that operate the payment processing systems for Hyatt-managed locations (627 properties across more than 50 countries).,DDoS,Video Games,AU,25.03 Secure Web Gateway (SWG),Business Disruption
12/25/2015,Iranian hackers,http://www.lonestarspeedzone.com,"Video live-streaming service Livestream notifies customers of a security breach that may have given unauthorized persons access to user information such as email addresses, encrypted passwords, dates of birth and phone numbers.",Targeted Attack,Government,US,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
12/25/2015,Unknown,http://pixarra.com/,"Phantom Squad, the group of hackers who threatened to ruin the Christmas for gamers decide to keep their promise and take down the Electronic Arts servers.",Defacement,Government,Multi,17.04 Network Access Control (NAC),Activist Hacktivist
12/25/2015,Unknown,http://www.sikhawareness.com/,"The Ukrainian government blames power outages in the Western Ukraine on “hacker attacks by Russian special services”. According to the Security Service of Ukraine (SBU), malware has been found in the networks of some utilities. Moreover, these malware intrusions coincided with a “non-stop telephone flood at utility plants’ technical support departments”, according to local reports.",DDoS,Finance,US,8.07 Physical Security,Media Public Perception
12/27/2015,Roaming Tiger,Fastmail,"Egyptian hackers associated with the Anonymous Rabaa Team deface the website of the Ministry of the Environment in Costa Rica, and more specifically, two pages with details about the System of Conservation Areas and the Isla del Coco (Cocos Island), the inspiration for Isla Nublar from the Jurassic Park movies.",Account Hijacking,Single Individual,US,17.02 Domain Name System (DNS) Security,Mass Malware
12/27/2015,Unknown,Brazilian Army,"Anonymous claims responsibility for the wave of DDoS attacks against Turkey (accusing the government to support ISIS) and starts a second wave against some Turkish leading banks such as Isbank, Garanti and Ziraat Bank.",Unknown,Online Services,Multi,25.04 Web Application Firewall (WAF),Customized To Target
12/27/2015,Unknown,Joint Automated Booking System,"Brian Kreb's PayPal account is hacked. The attackers tried unsuccessfully to send his PayPal funds to Junaid Hussain, a 17-year-old member of the hacktivist group Team Poison tied to the jihadist militant group ISIS. ",DDoS,Video Games,US,11.04 Web Fraud Prevention,Data Theft
12/28/2015,Phantom Squad,(JABS),Exe-code hacks geolify.com and dumps 3.706 usernames and hashed passwords.,Defacement,Org: Telecommunication,US,8.04 Database Security,Data Theft
12/28/2015,Russia?,http://aviacion.mil.ve,"A DDoS attack against Steam causes the company to deploy a new caching configuration in production, which leads to the inadvertent exposure of 34.000 users.",Road Sign Hacking,Road Signs,US,17.03 Distributed Denial of Service (DDOS) Security,Criminals 
12/28/2015,Anonymous Rabaa Team,UK Parliament Computer Network,"Members of the Anonymous hacker collective deface the Asia Pacific Telecommunity website (apt.int), gain access to the site's admin panel and also manage to get their hands on a database dump.",DNS Hijacking,Education,US,13.05 Identity Services,Customized To Target
12/28/2015,Anonymous,Norwich International Airport,A crook decides to boost Donald Trump's visibility in the GOP nomination race by breaking into a road sign in Corona (California) and changing its default message into one in support of the Republican candidate.,Defacement,Adult Sites (Escort),OM,11.03 eCommerce Fraud Protection,Business Disruption
12/29/2015,Unknown,https://www.norwichairport.co.uk,"The official Web portal of the University of Connecticut is compromised and used to spread malware to all visitors, masqueraded as a fake Adobe Flash Player update.",Unknown,Finance,US,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
12/29/2015,Exe-code,Comcast,"A Moroccan hacker who calls himself ElSurveillance defaces and steals data from 79 escort websites, as part of a larger campaign he started last summer, a campaign against adult and escort portals motivated by religious beliefs.",Unknown,Government,BE,11.03 eCommerce Fraud Protection,Business Disruption
12/30/2015,Unknown,Spotify,Quincy Credit Union temporarily suspends its customers’ ATM cards after Multiple people reported fraudulent charges. The banks confirms it is investigating a possible hack.,DDoS,Education,IN,17.07 Next-Generation Firewalls,Activist Hacktivist
12/30/2015,Anonymous,TAFE Queensland,"Researcher Chris Vickery uncovers a database sitting on the Web containing various pieces of personal information related to 191 million American citizens registered to vote (300 Gb). The data appears to date back to 2000. The researchers point the finger to NationBuilder, a service that sets up digital campaigns for political parties.",Account Hijacking,Single Individuals,IT,25.03 Secure Web Gateway (SWG),Business Disruption
12/31/2015,Unknown,http://fantasy.premierleague.com,Rutgers University is the target of a large-scale DDoS attack that keeps some of its systems down for four days between December 24 and December 28.,Unknown,E-Commerce,UK,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
12/31/2015,Unknown,Korea Advanced Institute of Science Technology,"Several Dance Moms cast members, including Abby Lee Miller, Mackenzie Ziegler and others have their phone numbers and other cast info posted on social media by an unknown hacker.",DDoS,Hosting,TI,6.04 Secure Email Gateway (SEG),Customized To Target
12/31/2015,ElSurveillance,KAIST,"An unknown hacker hacks tunesoman.com and dumps 7,343 usernames and passwords.",SQLi,E-Commerce,IN,5.05 Data Leakage Protection (DLP),Data Theft
12/31/2015,Unknown,Brigham Young University,Virtual server host Linode is the target of a four days lasting DDoS attack.,Defacement,News,IT,11.03 eCommerce Fraud Protection,Customized To Target
1/2/2016,Unknown,byu.edu,"A hacker called Mr.Sh4hz3b-HaXoR hacks aerobertics.be and dumps 1,259 usernames and hashed passwords.",Unknown,Health,US,17.03 Distributed Denial of Service (DDOS) Security,Activist Hacktivist
1/3/2016,Unknown,http://engineerboards.com,Another episode of the Cyber War between India and Pakistan. A local news portal of Kasganj district (kasganjlive.in) is hacked by a Pakistani hacker called Mr 4nOnymOus.,DDoS,Media,SA,17.03 Distributed Denial of Service (DDOS) Security,Activist Hacktivist
1/3/2016,Unknown,http://www.c4forums.com,An unknown hacker hacks psicamp.it and dumps 2049 usernames and passwords.,Targeted Attack,Single Individuals,IN,17.07 Next-Generation Firewalls,Activist Hacktivist
1/4/2016,Unknown,http://forum.chumpcar.com,All the BBC's websites are unavailable early following a DDoS attack.,Unknown,Security Hardware and Software,SA,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
1/5/2016,Unknown,http://www.mwcboard.com/,"According to former Microsoft employees, Microsoft experts concluded several years ago that Chinese authorities had hacked into more than a thousand Hotmail email accounts, targeting international leaders of China’s Tibetan and Uighur minorities in particular, but it decided not to tell the victims, allowing the hackers to continue their campaign.",SQLi,E-Commerce,TH,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
1/5/2016,Mr.Sh4hz3b-HaXoR,Securus Technologies,"Security firm Cyberoam confirms a cyber attack on its systems last week, resulting in possible leakage of its database containing personal details of one million records of customers and partners. Apparently the author of the attack is trying to sell the database in the dark web for 100 BTC ($43,000).",DDoS,Single Individual,US,5.05 Data Leakage Protection (DLP),Customized To Target
1/5/2016,Mr 4nOnymOus,Ammyy,"A hacker called bRpsd hacks autolet.it and dumps 2,716 records including usernames and clear text passwords.",DDoS,Government,US,5.05 Data Leakage Protection (DLP),Customized To Target
1/5/2016,(part of 034th adr355 Cr3w),Jewish Free School,The hacking group New World Hacktivists (NWH) takes down the official Election Campaign website of American Presidential candidate Donald Trump (donaldjtrump.com). The same attackers claim responsibility for the DDoS attack that crippled the BBC website during the New Year's Eve.,Unknown,Education,CN,6.01 Anti-Phishing,Phishing
1/5/2016,Unknown,http://www.jfs.brent.sch.uk/,The Anonymous protest against the execution of 47 people in Saudi Arabia and take down several high-profile Saudi Arabian government websites under the banner of operation #OpSaudi and #OpNimr.,DDoS,Government,LB,11.01 Account Take-Over (ATO),Customized To Target
1/5/2016,Unknown,http://laptopmania.co.uk/,"Sc0rp!n Att@ck3r from Muslim Cyber Army hacks the Goa University (unigoa.ac.in) and dumps 10,380 records with hashed passwords.",DDoS,Law Enforcement,UA,25.06 Website Scanning,Business Disruption
1/5/2016,China?,The Training Room,The tension between Iran and Saudi Arabia continue in the cyberspace: a group of unknown hackers carries on a DDoS attack on Saudi Arabian Ministry of Defense moda.gov.sa.,Account Hijacking,Web Hosting,BR,25.04 Web Application Firewall (WAF),Business Disruption
1/6/2016,Unknown,http://thetrainingroom.com/,The Anonymous start their campaign against the Thai government and claims responsibility for shutting down 14 Thailand police websites to protest the death sentences of two Myanmar migrant workers (Zaw Lin and Win Zaw Htun) convicted of murdering two British tourists (Hannah Witheridge and David Miller).,Unknown,Organization: Political Party,US,13.03 Consumer Identity and Access Management (CIAM),Criminals
1/6/2016,bRpsd,Unknown Individual,"After struggling with a long-lasting DDoS attack, Linode reports a credential leak and runs a system-wide password reset on customer accounts.",Account Hijacking,Single Individuals,US,8.01 Active Directory Security,Mass Malware
1/6/2016,New World Hacktivists (NWH),https://grahamcluley.com,"Another massive database leaked in the wild... Chris Vickery, a security researcher discovers a leak containing 56 million records belonging to right-wing Christian group originating in the US.",Account Hijacking,Single Individual,UG,17.07 Next-Generation Firewalls,Activist Hacktivist
1/6/2016,Anonymous,Tor Network,McAfee reveals the details of a novel phishing campaign against Chinese banks' customers that lures users sending phishing text messages and redirecting them to authenticate into fake websites.,Unknown,Social Network,Multi,17.07 Next-Generation FIrewalls,Business Disruption
1/7/2016,Sc0rp!n Att@ck3r from Muslim Cyber Army,Fashion to Figure,"The Independent reveals that after murdering the activist Ruqia Hassan Mohammed in September, the ISIS jihadists hijacked and continued to operate her social media accounts until very recently to lure other opponents into a trap.",SQLi,recruiting,US,6.01 Anti-Phishing,Phishing
1/7/2016,Unknown,http://www.fashiontofigure.com,"Root AKA @ciadotgov hacks allwomenstalk.com and dumps 136,938 usernames and passwords.",Unknown,Computer Hardware,JP,24.03 Security Scanning,Mass Malware
1/7/2016,Anonymous,Noble House Hotels and Resorts,"An unknown hacker hacks gope.com.br and dumps 3,096 records including usernames and hashed passwords.",Malvertising,News,US,25.06 Website Scanning,Business Disruption
1/8/2016,Unknown,Mortgage Fund sub-domain of the Azerbaijan Central Bank,A new tech support scam targeting Dell customers raises concern that the PC manufacturer could have been breached since the criminals seem to be in possess of private information of the victims. ,Defacement,Government,NG,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
1/8/2016,Unknown,http://amf.cbar.az,"Brian Baskin, a digital forensics expert, is served with malware when visiting the Forbes' website, after the AD blocker as suggested.",SQLi,Organization: Politics,PK,25.03 Secure Web Gateway (SWG),Business Disruption
1/8/2016,Unknown,Several targets belonging to Business and Government,"A hacker going with the online handle of GeNiuS-JorDan defaces the official website of The Republic of Uganda, Ministry of Foreign Affairs, posting a message against the US Invasion of Iran.",Account Hijacking,Telco,IN,5.05 Data Leakage Protection (DLP),Media Public Perception
1/8/2016,ISIS,ISIS Twitter Accounts,"A hacker called DeleteTheDamnElite hacks alda-europe.eu and dumps 6,594 emails.",Malware,Single Individuals,CY,25.03 Secure Web Gateway (SWG),Business Disruption
1/9/2016,root AKA @ciadotgov  ,ISIS Main Forum,"Time Warner Cable warns that login credentials for 320,000 customers may have been stolen. However the event looks more like a phishing attack rather than a direct hack.",Unknown,Online Services,NL,3.03 Data Center Backup,Business Disruption
1/9/2016,Unknown,Several Domains,Researchers at IBM X-Force unmask the cybergang that controls the Rovnix Trojan launching an aggressive campaign against 14 major Japanese Banks.,DDoS,Government,FR,25.03 Secure Web Gateway (SWG),Business Disruption
1/10/2016,Unknown,Several Individuals,"root AKA @ciadotgov hacks battlefy.com and dumps 89,299 usernames and hashed passwords.",Defacement,Government,UK,11.01 Account Take-Over (ATO),Customized To Target
1/10/2016,Unknown,http://www.trampolining-online.co.uk/,"In name of #OpNigeria and #OpCorruption, the Nigerian branch of the Anonymous takes down several government websites.",Unknown,Education,US,18.05 Vehicle Security,Activist Hacktivist
1/10/2016,GeNiuS-JorDan,http://www.friendshipkey.com/,An Indian hacking crew going by the name of IBH (Indian Black Hats) defaces several Pakistani websites in revenge,SQLi,Web Hosting,FR,25.03 Secure Web Gateway (SWG),Business Disruption
1/10/2016,DeleteTheDamnElite,Landesk,for the death of Lt. Col. Niranjan Kumar and as an homage to his two-year-old daughter Vismaya.,Unknown,Web Hosting,CA,25.06 Website Scanning,Business Disruption
1/11/2016,Unknown,Invest Bank,The results of the Common Admission Test (CAT) 2015 for the Indian Institute of Management – Ahmedabad are leaked before being officially released.,Unknown,Online Services,UK,10.02 Compliance and Regulatory Support,Data Theft
1/11/2016,Unknown,Transportation and logistics sector in Europe,"A hacker called Sonny hacks the 000webhost.com forum and dumps 34,658 records including usernames and hashed passwords.",Account Hijacking,Single Individual,US,6.04 Secure Email Gateway (SEG),Customized To Target
1/11/2016,root AKA @ciadotgov  ,"Computer systems belonging to government bodies, diplomatic, and military institutions in NATO countries and into some parts of Eastern Europe.","Data center services Interxion informs customers that it has suffered a security breach, which has seen hackers access contact information stored in its CRM about corporate clients and prospects. The breach happened in December and could have affected 23,200 users.",Unknown,Car Breathalyzer,US,24.05 Third-Party Security,Business Disruption
1/11/2016,Anonymous,Starwood Hotels & Resorts,"A crew called Fr0mShell hacks over2craft.fr and dumps 5,868 accounts with clear text passwords.",Unknown,News,US,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
1/11/2016,IBH Indian Black Hats,"Japan's Health, Labor and Welfare Ministry",An attacker takes over the Twitter account of the Labour Leader Jeremy Corbyn and posts several bogus tweets. In,Unknown,Social Network,US,6.04 Secure Email Gateway (SEG),Business Disruption
1/12/2016,Unknown,http://www.mhlw.go.jp/,particular one of them mocks the UK Prime Minister David Cameron.,SQLi,Entertainment,KH,25.04 Web Application Firewall (WAF),Business Disruption
